pH,Temperature,Dissolved Oxygen,Electrical Conductivity,Turbidity,Nitrogen,Phosphorus,Potassium,Water Hardness,Label
6.3,20,5.2,1.2,0.3,10,3,22,59,0
5.1,16,7.5,2.8,0.5,9,2,23,85,1
5.4,23,7.0,1.5,0.9,20,5,21,78,0
6.7,24,6.4,1.6,0.4,12,5,17,65,1
6.3,17,6.1,2.3,0.5,19,3,15,102,0
6.9,17,6.4,1.9,1.0,13,6,18,86,1
6.9,16,6.8,1.8,0.7,14,3,19,96,0
6.8,21,5.8,1.7,0.3,12,4,20,53,1
6.7,21,7.0,2.4,0.9,10,4,21,49,0
6.7,16,5.1,1.0,1.3,10,4,21,66,1
5.7,24,7.4,2.0,0.9,12,3,24,61,0
7.0,19,5.1,1.5,1.3,15,3,22,101,1
5.8,16,6.9,2.3,0.2,10,2,24,77,0
6.2,23,6.2,2.9,0.7,10,6,20,58,1
5.1,18,7.5,2.4,1.4,16,4,19,68,0
5.2,17,5.2,2.4,1.1,8,4,20,56,1
5.2,22,5.6,1.5,1.2,16,4,21,103,0
5.8,19,6.1,1.9,0.8,21,6,24,107,1
6.1,24,5.9,2.8,1.3,20,6,18,108,0
5.9,18,6.3,1.4,0.5,15,3,15,85,1
5.1,21,5.6,2.2,1.3,18,2,16,60,0
6.4,24,6.0,2.5,0.6,21,4,23,88,1
6.8,23,7.2,1.8,0.8,14,4,15,107,0
6.2,24,6.2,3.0,1.4,12,2,24,46,1
5.9,20,6.5,1.3,1.2,13,3,20,58,0
6.8,22,6.8,2.1,0.8,8,5,15,49,1
5.3,24,6.4,1.2,0.9,11,2,19,86,0
6.1,24,7.1,1.9,0.6,21,2,16,57,1
5.9,22,6.7,2.7,0.2,12,2,20,106,0
5.7,18,6.9,1.4,1.4,19,4,21,101,1
5.5,16,5.8,1.9,0.3,13,3,20,90,0
6.6,21,7.1,2.4,1.0,18,6,22,92,1
6.2,17,5.8,1.1,0.7,20,3,19,90,0
5.8,22,7.1,2.8,0.4,16,6,17,67,1
5.3,20,6.6,1.7,1.3,18,2,17,64,0
7.0,18,5.8,2.5,1.4,11,5,25,80,1
5.4,21,5.3,2.4,0.4,10,3,18,56,0
5.5,24,5.9,1.4,1.0,9,5,22,92,1
5.8,16,6.0,2.7,0.6,21,4,25,76,0
5.3,19,5.8,2.3,1.5,21,5,23,98,1
6.2,16,6.6,2.1,0.7,11,3,19,77,0
6.7,21,5.2,1.4,0.9,19,2,17,88,1
6.5,23,5.8,2.0,1.0,13,4,19,85,0
6.5,24,6.7,2.4,0.9,15,3,22,104,1
6.1,17,5.4,1.0,0.9,20,6,21,78,0
5.7,24,5.4,1.7,1.3,19,2,18,55,1
6.5,20,5.4,1.3,0.7,21,6,16,100,0
5.4,23,7.5,1.9,1.4,15,5,21,85,1
6.1,24,5.2,2.5,1.0,19,6,22,80,0
6.0,16,7.1,1.1,0.2,16,4,25,85,1
5.9,17,7.2,1.4,1.2,10,3,19,103,0
5.2,21,7.7,2.7,0.3,21,2,20,79,1
6.1,19,5.2,2.7,1.0,20,3,23,63,0
5.1,16,5.9,1.8,0.6,8,4,19,61,1
5.0,18,6.9,2.3,0.8,21,6,23,97,0
6.7,24,6.0,2.0,1.3,8,5,22,65,1
6.4,21,6.4,1.0,1.2,20,4,19,71,0
5.3,17,7.0,2.3,0.7,17,2,20,68,1
5.7,19,7.6,2.5,1.5,14,5,23,65,0
6.2,16,6.3,1.9,1.5,8,4,22,45,1
6.0,24,5.9,2.5,0.8,11,4,22,51,0
5.2,22,7.1,1.1,0.4,17,4,25,59,1
5.3,24,5.3,1.3,0.4,21,4,21,71,0
5.6,17,7.7,1.2,0.9,8,6,24,80,1
5.3,20,6.2,1.2,0.3,10,4,18,78,0
6.4,24,7.3,1.5,0.6,21,2,20,101,1
6.5,18,6.7,2.2,0.3,8,5,24,102,0
6.8,23,7.6,2.6,0.9,14,4,23,107,1
6.7,21,6.5,2.5,0.7,12,6,23,51,0
6.2,24,5.4,1.1,1.3,18,4,15,65,1
6.4,22,6.5,2.5,0.6,17,4,18,69,0
6.3,22,6.7,2.8,0.9,13,4,20,86,1
5.1,18,7.7,1.6,1.0,17,6,25,47,0
6.4,17,5.8,2.0,0.5,13,5,18,102,1
5.0,17,5.3,2.3,0.5,13,4,17,69,0
6.8,24,5.6,1.8,0.7,13,6,25,108,1
5.8,22,6.1,2.1,1.5,16,4,21,81,0
5.1,19,7.2,1.3,1.4,15,6,21,60,1
5.3,18,7.1,2.2,1.3,17,6,20,88,0
5.4,20,5.7,2.2,0.5,16,3,15,54,1
5.3,16,5.3,2.4,1.0,9,3,22,59,0
5.7,19,7.0,2.2,1.4,9,5,20,50,1
6.1,18,6.6,1.2,1.5,16,2,17,106,0
6.4,16,7.4,1.8,0.6,14,6,16,55,1
6.8,18,5.6,2.1,0.3,9,4,24,76,0
6.1,17,5.5,3.0,1.3,18,4,25,83,1
5.4,21,7.8,1.7,1.1,8,6,22,76,0
5.5,20,5.2,2.9,0.7,13,5,21,108,1
5.4,23,5.8,2.7,1.4,19,2,16,63,0
6.1,22,6.4,1.9,0.8,11,4,24,71,1
6.3,17,7.8,1.3,0.7,19,6,20,64,0
6.9,19,5.7,1.3,1.2,21,4,22,68,1
6.5,23,5.7,1.1,1.1,18,2,18,65,0
6.2,24,6.2,1.8,0.5,21,3,16,85,1
6.7,18,5.3,2.9,0.5,10,3,24,69,0
7.0,18,7.0,1.1,0.4,18,6,21,45,1
5.5,20,7.8,2.8,1.1,21,2,25,60,0
6.9,16,6.9,2.2,1.2,13,4,18,96,1
6.7,20,6.5,2.9,0.3,8,5,21,69,0
5.5,22,6.9,2.7,1.4,12,2,16,71,1
5.4,18,5.4,3.0,1.1,14,4,17,52,0
6.1,18,7.5,1.9,1.1,11,3,16,75,1
6.8,20,6.0,1.7,0.8,8,6,21,52,0
5.2,20,6.5,1.8,1.0,9,6,22,87,1
5.3,24,7.2,2.6,1.0,20,2,17,104,0
5.4,17,5.2,1.2,0.8,16,6,18,61,1
5.8,23,6.8,2.4,1.1,12,6,25,55,0
5.6,17,7.1,1.4,0.2,8,3,20,75,1
6.1,24,5.2,2.2,0.8,10,2,24,69,0
6.5,24,7.0,1.7,0.4,18,3,24,106,1
5.3,24,6.0,1.5,1.4,20,4,25,83,0
6.0,16,6.2,2.7,1.1,17,6,21,49,1
5.1,22,6.0,2.1,0.4,13,4,21,78,0
6.3,20,7.7,1.5,0.4,10,6,24,59,1
6.8,23,6.4,2.9,0.9,18,3,24,98,0
6.1,16,8.0,2.2,0.6,20,3,17,88,1
6.8,19,7.1,2.4,0.8,11,5,17,86,0
5.0,21,7.7,1.5,1.0,10,5,24,59,1
6.0,16,7.9,2.7,0.7,13,2,20,86,0
6.0,19,7.0,2.0,0.5,12,4,23,106,1
6.1,16,6.2,1.9,1.0,9,5,23,99,0
5.4,24,6.0,1.3,1.2,13,3,17,72,1
6.1,20,5.4,2.1,0.3,18,2,23,94,0
5.6,24,5.5,2.3,0.5,15,3,24,49,1
5.5,21,6.1,1.2,1.0,15,3,20,101,0
5.7,20,6.6,2.9,1.1,19,4,16,97,1
6.1,23,7.9,1.6,0.3,21,2,15,77,0
6.3,24,7.1,2.8,1.3,21,4,15,57,1
5.4,19,5.0,2.2,0.7,15,3,20,47,0
5.3,24,5.5,1.7,0.8,18,4,16,80,1
6.7,16,6.0,2.4,0.4,15,3,18,84,0
5.2,23,5.1,1.7,0.8,18,2,16,76,1
5.2,21,5.2,3.0,0.5,11,3,24,102,0
5.3,23,5.8,1.4,0.6,9,2,18,98,1
5.7,24,6.5,1.1,0.4,10,3,17,46,0
6.0,24,7.1,2.9,0.4,10,6,17,61,1
6.2,20,7.9,3.0,1.3,12,6,16,67,0
6.6,23,5.0,2.4,1.2,9,4,20,94,1
5.3,19,6.5,2.7,1.4,19,3,21,78,0
6.9,16,5.8,1.3,0.9,20,6,15,102,1
5.5,18,6.2,2.7,1.1,12,5,17,100,0
5.3,21,6.5,2.7,0.9,18,6,18,60,1
6.2,16,5.7,2.0,0.5,13,4,17,66,0
5.8,18,5.8,2.9,1.2,16,4,18,72,1
6.6,20,6.8,1.9,0.4,13,2,21,67,0
6.6,16,5.7,2.9,0.2,10,3,21,46,1
6.7,18,7.6,2.9,0.4,12,2,16,60,0
5.4,20,6.8,2.1,0.9,16,6,15,100,1
6.8,20,6.4,2.8,0.3,14,6,23,76,0
6.1,18,6.3,2.2,0.6,15,5,21,100,1
6.4,21,7.7,2.1,0.7,19,3,24,92,0
6.6,21,7.5,1.5,1.1,14,4,23,107,1
6.5,23,7.8,1.4,0.8,17,5,21,105,0
6.7,18,6.1,1.0,0.2,10,2,19,45,1
5.4,22,5.1,1.1,0.6,20,5,21,54,0
5.2,23,5.7,1.2,1.1,16,5,18,45,1
6.1,20,5.1,2.3,1.3,13,3,24,96,0
6.9,16,5.9,1.2,0.3,18,4,22,97,1
6.6,21,5.0,1.3,0.9,13,6,24,86,0
5.7,23,5.2,1.9,0.4,9,5,15,69,1
6.4,22,5.4,2.3,1.4,19,4,15,96,0
5.4,19,5.0,2.8,0.3,8,6,25,48,1
6.7,24,5.3,1.6,0.9,10,5,23,62,0
6.2,21,7.5,1.5,0.8,21,5,22,72,1
5.9,23,6.4,2.2,0.6,14,6,15,75,0
6.4,18,5.6,2.7,0.9,18,6,15,56,1
5.9,24,7.9,2.9,1.0,21,3,16,100,0
5.3,17,7.2,2.0,0.4,13,3,19,64,1
6.5,18,6.0,2.5,1.2,13,5,23,64,0
6.1,18,6.8,1.0,1.1,16,3,18,98,1
5.8,23,5.0,2.4,1.5,11,4,25,88,0
5.9,18,6.9,2.3,0.4,10,4,19,51,1
6.0,20,6.3,1.1,0.3,18,4,17,65,0
5.7,21,5.6,2.8,1.3,14,5,17,79,1
6.6,22,7.7,2.4,1.4,8,2,21,102,0
6.4,20,6.2,2.3,0.3,15,4,18,81,1
6.6,22,6.0,1.1,0.8,19,4,24,100,0
6.5,22,7.5,1.1,1.0,11,4,17,65,1
5.3,22,7.4,2.5,0.9,18,3,20,82,0
6.5,24,7.6,1.6,0.9,8,2,21,94,1
6.8,19,7.6,1.2,1.5,21,4,21,78,0
5.5,16,7.8,1.3,0.5,20,5,25,97,1
5.7,17,7.9,1.2,1.3,18,6,15,91,0
5.2,23,5.9,2.5,0.3,18,2,25,88,1
5.9,18,6.6,1.9,1.4,21,6,16,46,0
5.1,16,7.3,1.3,1.0,18,6,25,83,1
6.8,24,5.4,1.6,1.0,16,3,21,79,0
5.7,23,5.8,2.3,1.2,11,4,16,92,1
5.6,17,7.3,2.0,1.5,12,4,18,91,0
5.8,18,7.0,1.6,0.7,14,6,23,65,1
5.4,17,8.0,1.2,0.9,19,6,25,101,0
5.6,21,6.2,2.2,0.4,20,5,22,79,1
6.3,17,6.3,2.6,1.0,11,4,25,76,0
5.1,22,5.6,1.2,1.5,12,6,16,58,1
6.4,22,5.8,2.2,0.3,17,3,20,94,0
5.1,19,7.3,1.4,0.6,16,3,18,68,1
5.7,19,6.7,1.9,0.7,19,3,25,109,0
5.6,23,5.5,2.1,1.2,11,5,19,84,1
6.2,24,6.9,2.2,1.4,15,3,18,63,0
5.6,23,7.0,2.8,1.3,14,3,16,52,1
5.9,23,5.8,2.4,1.3,8,3,22,66,0
5.1,20,5.6,2.0,0.9,14,3,19,90,1
5.8,20,7.9,2.9,1.3,10,6,21,68,0
5.7,20,6.6,2.1,1.1,10,6,19,89,1
5.9,19,5.9,2.2,0.3,15,2,24,100,0
5.0,24,5.9,2.0,1.1,18,5,24,56,1
6.8,20,6.8,1.5,1.4,19,3,17,90,0
6.0,22,6.7,1.3,1.4,19,6,25,104,1
5.3,22,6.0,1.4,0.7,17,4,25,83,0
7.0,19,6.2,2.0,1.2,21,2,16,74,1
6.6,16,6.8,2.6,0.6,12,4,23,109,0
5.9,19,7.4,2.2,0.8,9,6,20,88,1
6.2,17,7.4,1.0,1.1,10,3,21,62,0
6.9,18,6.6,2.2,0.5,18,4,17,85,1
5.2,23,7.1,2.3,0.6,9,6,25,54,0
5.5,20,6.8,1.3,1.2,20,3,15,53,1
5.6,23,7.1,1.5,0.2,18,3,18,59,0
5.7,19,5.4,1.3,1.5,19,3,25,102,1
6.1,24,6.5,1.7,1.1,13,3,19,80,0
6.4,19,5.9,2.3,1.2,10,4,15,106,1
6.3,20,5.7,2.9,0.3,20,4,17,51,0
5.2,16,6.4,1.6,1.1,20,4,18,47,1
6.5,20,7.2,1.1,1.4,18,5,21,75,0
5.2,22,5.9,1.3,0.8,12,2,22,96,1
6.0,21,7.8,1.3,1.2,16,6,25,59,0
5.9,21,6.5,2.2,0.4,11,3,20,54,1
5.1,17,5.6,1.0,0.3,20,5,20,53,0
5.7,21,6.0,2.6,0.8,14,6,21,67,1
5.4,19,7.3,1.3,0.6,18,4,19,64,0
5.3,18,5.5,1.6,0.6,15,6,24,77,1
5.8,21,6.3,1.7,0.9,20,2,24,77,0
6.6,17,5.1,2.1,0.4,14,4,24,58,1
6.2,17,7.6,1.8,1.3,20,2,21,51,0
5.5,23,7.7,2.4,1.3,15,3,15,67,1
5.3,19,7.2,1.9,0.5,10,3,23,94,0
6.4,24,7.2,2.6,0.3,14,5,21,77,1
6.3,23,7.2,1.5,1.1,15,3,17,108,0
6.0,18,7.2,1.8,1.5,16,4,22,53,1
7.0,19,7.1,1.3,0.2,15,6,23,47,0
5.3,18,6.8,2.6,1.1,20,2,21,96,1
5.6,21,6.4,1.5,1.2,8,5,18,103,0
6.5,22,5.4,1.2,1.2,20,2,18,51,1
6.3,17,5.9,2.1,1.1,8,2,17,62,0
5.6,20,5.7,2.0,1.0,17,4,24,47,1
6.1,22,7.3,2.7,0.4,14,4,16,84,0
6.5,23,6.3,2.7,1.4,11,6,24,102,1
5.8,24,5.8,2.2,1.0,18,4,22,96,0
5.8,24,6.3,2.8,1.2,14,2,19,101,1
5.5,16,6.7,2.8,1.1,11,3,25,106,0
6.9,20,7.0,2.0,0.8,14,5,21,105,1
6.9,19,6.7,2.3,1.2,17,4,23,81,0
6.1,18,5.6,2.0,1.4,13,5,18,103,1
6.9,19,6.2,2.0,0.5,20,6,24,87,0
5.9,21,8.0,1.5,1.1,16,4,21,56,1
6.9,21,6.5,1.2,0.6,11,5,15,83,0
6.8,22,6.7,3.0,1.5,14,4,23,94,1
6.8,19,7.2,2.0,0.3,16,2,17,46,0
6.1,23,6.4,2.1,0.7,19,5,19,94,1
5.0,23,5.6,1.9,0.7,15,6,17,104,0
6.3,23,7.6,2.4,1.1,13,5,18,77,1
6.4,16,6.3,2.9,0.3,19,5,20,54,0
5.6,19,6.7,2.1,0.9,19,2,19,75,1
6.8,17,7.9,2.8,1.3,20,3,19,61,0
6.4,22,5.6,2.6,0.6,9,3,17,67,1
5.7,22,5.7,2.7,1.5,17,6,21,109,0
6.7,22,7.1,2.7,0.6,20,2,17,47,1
5.3,16,5.7,1.6,1.4,12,5,17,82,0
6.8,17,6.4,1.9,0.8,19,3,21,90,1
6.1,23,7.6,1.1,0.3,8,4,23,69,0
6.6,18,5.5,2.3,0.3,15,2,15,72,1
6.5,20,5.3,1.3,1.4,20,5,19,103,0
5.1,19,6.5,2.4,1.5,8,5,21,73,1
5.4,23,7.8,2.6,0.9,9,4,16,99,0
5.8,18,5.3,1.1,1.2,9,3,16,74,1
5.2,23,7.2,1.0,1.1,12,3,16,67,0
5.3,22,6.2,2.0,1.3,18,2,22,91,1
5.0,18,5.5,2.6,1.0,13,5,21,50,0
6.6,21,6.2,2.0,1.3,13,6,17,82,1
6.3,16,6.9,2.6,0.4,12,3,25,64,0
5.6,23,7.8,2.7,1.2,15,2,22,62,1
6.4,24,7.5,1.7,0.7,12,3,15,86,0
7.0,22,6.5,2.4,0.8,12,2,17,91,1
5.1,19,7.5,1.8,1.4,17,5,22,75,0
5.4,18,6.9,2.6,0.9,21,3,25,89,1
5.2,16,7.3,2.6,1.1,21,2,24,86,0
6.5,21,7.9,2.7,1.1,16,4,25,105,1
6.6,23,6.4,1.8,0.4,17,2,15,66,0
5.0,24,6.5,2.6,0.6,15,5,18,67,1
5.2,23,7.5,1.9,0.5,8,4,19,53,0
6.2,20,7.9,1.4,0.5,18,4,21,86,1
6.0,21,7.3,1.6,0.6,16,5,24,76,0
6.4,18,6.6,2.5,0.8,13,2,19,97,1
6.8,16,7.3,1.0,1.4,12,3,24,69,0
6.3,23,6.8,1.2,0.3,14,6,15,101,1
6.9,17,6.1,2.0,1.1,18,2,15,109,0
5.3,16,8.0,1.7,0.3,17,2,21,90,1
6.2,23,5.3,3.0,0.9,19,2,23,68,0
6.7,20,5.6,2.4,1.5,12,4,25,108,1
6.5,16,7.5,3.0,0.6,18,5,16,54,0
6.5,17,7.8,1.0,1.0,11,4,15,48,1
5.9,17,7.0,2.4,1.2,19,2,21,107,0
5.5,22,6.9,2.3,0.9,10,2,17,52,1
6.0,24,6.3,2.6,1.4,19,4,16,47,0
6.4,16,7.3,2.6,1.4,16,5,17,104,1
5.5,21,7.2,1.4,0.5,15,2,21,73,0
5.5,17,5.5,2.9,0.5,16,5,25,64,1
5.6,21,7.1,2.1,1.3,9,5,17,109,0
5.5,18,6.9,1.8,0.6,9,6,15,61,1
6.2,23,7.1,1.9,1.4,19,4,18,91,0
6.1,23,5.7,2.3,1.4,19,3,20,60,1
5.6,19,5.2,2.2,0.9,13,4,21,90,0
6.7,22,6.9,1.5,1.3,12,6,24,88,1
5.9,23,7.0,1.1,1.3,8,2,18,67,0
5.5,17,6.5,2.4,0.7,19,4,16,74,1
6.3,19,7.3,2.2,1.0,10,3,22,77,0
6.6,19,6.4,2.6,0.7,15,5,24,104,1
5.6,24,6.0,1.5,1.2,17,2,21,68,0
5.3,20,6.0,1.8,1.3,16,5,17,98,1
5.0,23,6.0,2.8,1.4,11,2,21,47,0
5.3,24,5.8,1.5,0.7,20,6,17,65,1
6.4,21,7.0,1.9,1.3,16,6,23,109,0
5.5,16,6.0,2.1,1.4,15,5,24,92,1
5.9,21,5.8,2.8,1.3,11,4,21,61,0
6.1,18,6.6,1.3,0.9,17,4,21,47,1
6.8,24,5.3,2.1,0.9,20,4,17,108,0
5.6,17,5.2,2.8,1.4,10,5,18,74,1
5.7,16,7.9,1.6,0.3,21,5,22,90,0
7.0,17,5.9,2.4,1.0,17,6,25,106,1
6.2,17,5.5,1.2,0.7,13,2,22,60,0
5.6,23,5.2,1.1,1.4,9,4,21,66,1
6.4,21,7.8,2.4,0.8,11,3,16,107,0
6.3,24,6.6,1.7,0.5,19,6,20,101,1
5.3,17,7.7,2.9,0.8,9,3,20,107,0
6.1,21,6.0,1.5,0.4,18,5,17,64,1
5.4,18,7.4,1.8,0.5,13,5,25,61,0
6.8,20,7.2,2.6,0.6,20,3,23,96,1
6.3,21,6.2,1.1,1.3,11,2,25,82,0
5.4,23,6.0,1.5,0.9,20,2,17,104,1
7.0,19,5.7,2.2,1.4,17,2,16,104,0
5.4,19,7.5,2.5,1.4,12,3,16,87,1
5.3,18,7.3,2.5,0.7,10,2,25,53,0
6.8,17,6.2,3.0,1.4,10,3,25,70,1
6.7,19,7.7,1.0,1.0,17,4,20,65,0
6.4,21,6.3,2.7,0.7,21,6,18,80,1
6.8,16,6.2,2.9,1.1,11,5,17,59,0
6.2,24,5.2,2.3,0.4,11,2,24,90,1
5.5,19,5.0,2.5,0.3,12,3,20,48,0
6.8,23,6.5,1.7,0.7,18,3,20,46,1
5.4,19,6.7,1.2,0.9,14,2,22,84,0
6.0,20,7.7,2.4,1.4,8,4,19,47,1
5.4,22,6.3,2.5,0.4,9,2,25,86,0
6.3,21,6.6,1.7,0.4,17,6,20,77,1
6.5,16,6.6,2.7,0.7,17,6,18,106,0
6.2,16,7.9,2.7,0.8,10,6,15,88,1
6.3,18,7.5,1.9,0.8,8,4,17,99,0
6.7,17,5.8,2.0,0.7,10,5,22,53,1
6.9,17,7.5,2.2,0.7,16,5,23,95,0
6.8,23,5.2,2.2,1.1,16,3,16,69,1
6.9,20,7.5,1.3,1.2,21,5,19,85,0
6.7,18,6.0,2.2,1.4,8,5,22,54,1
6.9,17,6.9,1.9,1.2,15,3,19,72,0
6.9,23,5.4,2.1,0.4,19,4,17,49,1
5.3,20,5.7,2.5,0.4,17,5,19,103,0
5.6,18,6.0,1.7,0.4,9,6,22,95,1
5.1,23,7.1,1.6,0.6,12,4,23,47,0
6.2,21,7.6,1.5,1.3,14,5,16,50,1
6.8,22,5.2,1.4,0.3,18,4,16,69,0
6.4,24,7.5,2.8,0.5,8,4,22,71,1
6.4,20,7.0,2.9,0.9,21,3,23,55,0
7.0,20,6.9,1.8,0.2,21,4,19,83,1
5.3,17,7.6,2.7,1.0,17,5,24,70,0
5.4,18,5.2,2.1,0.2,17,3,23,59,1
5.3,22,6.2,2.8,1.2,12,6,18,47,0
5.6,21,7.9,2.1,0.8,13,6,17,93,1
5.6,18,5.6,2.0,0.5,16,6,22,58,0
5.9,17,6.1,2.9,0.7,15,4,20,92,1
7.0,17,5.2,1.6,0.8,19,5,21,95,0
5.7,19,6.6,2.0,0.9,13,2,24,86,1
5.8,16,7.4,1.1,1.5,16,4,17,53,0
5.5,18,5.4,1.3,0.5,16,3,15,85,1
5.1,21,5.2,2.6,1.2,11,6,22,69,0
5.9,19,7.2,1.6,0.7,10,3,15,62,1
6.4,23,6.3,2.1,1.5,12,5,21,86,0
6.2,16,6.2,1.3,0.5,12,4,17,107,1
5.2,17,7.9,1.1,0.3,12,3,22,50,0
5.6,21,6.5,1.1,0.4,18,3,21,94,1
6.4,24,5.8,2.7,1.4,14,6,22,54,0
5.8,18,5.0,1.2,1.2,14,6,23,66,1
5.6,18,5.4,2.9,0.7,15,2,24,47,0
6.4,23,7.7,2.5,0.4,9,2,16,107,1
6.8,16,6.1,1.4,0.4,9,6,18,45,0
6.0,24,6.4,2.1,0.2,9,3,24,80,1
5.8,18,7.6,1.3,1.2,19,6,18,66,0
5.5,21,7.8,2.0,1.3,21,6,16,100,1
5.1,18,7.2,2.7,0.7,8,3,22,77,0
6.6,22,7.9,2.4,1.4,14,2,25,102,1
5.9,19,7.8,2.7,1.1,21,2,22,48,0
5.6,19,7.0,2.7,1.3,14,5,19,81,1
5.8,21,8.0,1.4,0.7,15,3,21,67,0
6.6,23,5.5,2.3,0.5,9,6,23,87,1
6.0,20,5.4,2.5,0.5,12,3,25,68,0
5.1,18,5.3,2.7,0.3,13,3,23,67,1
6.0,20,5.2,1.8,0.7,20,2,17,70,0
5.9,21,5.1,1.9,0.7,16,5,18,75,1
6.1,22,7.1,1.1,0.8,12,6,19,51,0
5.6,16,5.5,1.2,1.1,21,3,20,60,1
5.6,23,6.0,1.6,0.7,18,4,17,92,0
5.6,19,5.2,1.9,0.8,15,5,23,82,1
5.3,24,7.4,2.3,0.6,16,2,24,69,0
6.8,18,6.1,1.3,0.3,8,4,23,75,1
6.7,17,7.4,1.0,1.4,10,6,15,74,0
5.7,22,7.4,2.9,0.3,14,4,19,60,1
5.4,21,6.8,2.8,1.0,12,5,20,54,0
5.9,20,7.2,2.1,0.9,9,4,18,78,1
6.0,24,5.6,2.5,1.2,15,6,21,99,0
5.7,21,5.7,1.3,1.4,8,3,17,93,1
6.5,21,5.5,1.3,1.1,8,4,22,85,0
6.0,23,6.6,1.3,1.4,10,4,16,105,1
6.7,22,5.5,1.4,0.9,10,5,19,101,0
5.3,16,7.4,2.8,0.7,16,2,19,96,1
6.9,17,6.0,2.7,1.0,12,5,20,81,0
6.2,18,6.1,2.0,0.9,16,6,18,48,1
6.8,23,6.2,1.2,0.6,11,3,20,74,0
6.5,16,6.6,2.5,0.5,8,6,21,53,1
6.4,17,7.8,2.3,0.4,14,6,25,93,0
7.0,16,6.6,1.4,1.1,9,2,20,71,1
6.7,16,6.3,2.5,1.5,9,5,18,73,0
7.0,16,6.4,2.3,0.2,19,3,15,74,1
5.0,22,6.0,2.2,0.8,20,5,17,82,0
6.7,19,7.2,1.5,0.3,16,4,24,61,1
6.5,24,7.8,2.5,1.4,20,6,22,90,0
5.8,22,5.4,1.1,0.9,21,2,25,58,1
6.7,20,7.6,2.8,0.7,17,4,20,107,0
6.6,18,6.7,1.3,0.6,11,2,23,46,1
5.6,23,5.4,3.0,0.8,12,6,16,102,0
5.6,23,5.5,2.1,1.4,17,4,22,46,1
6.5,20,5.9,2.3,1.1,21,4,21,102,0
5.7,24,6.0,1.5,1.5,11,4,24,94,1
6.9,22,6.2,1.7,0.7,19,2,23,87,0
6.6,22,5.6,2.7,0.3,18,6,23,57,1
5.2,16,5.5,2.7,1.1,17,6,22,85,0
6.4,18,5.9,2.8,0.8,12,6,15,54,1
5.9,19,7.8,2.6,1.0,19,4,21,75,0
5.6,19,6.7,2.5,0.2,17,5,22,89,1
6.2,22,5.9,1.2,1.4,18,2,17,102,0
6.2,22,5.3,1.8,0.4,15,6,17,50,1
6.3,19,7.8,2.5,1.2,8,5,17,48,0
6.6,18,7.4,1.3,0.4,17,6,20,97,1
6.6,19,5.1,2.6,0.7,13,3,18,91,0
6.6,24,7.1,1.7,1.0,9,5,23,47,1
5.3,16,7.9,2.5,1.3,9,6,21,59,0
5.3,21,6.1,1.3,0.6,21,6,16,106,1
5.9,19,5.9,2.3,0.5,15,3,20,50,0
6.8,16,5.3,1.4,0.9,21,3,21,82,1
6.9,22,5.7,2.1,0.6,11,4,24,48,0
5.7,22,6.2,1.7,1.0,21,5,19,68,1
6.3,17,5.3,1.1,1.0,17,2,20,102,0
5.1,19,6.7,1.2,0.9,20,3,25,67,1
6.6,24,5.5,2.1,0.9,16,2,21,79,0
6.7,19,6.6,1.3,1.1,15,5,19,97,1
5.0,17,6.9,2.8,1.4,17,3,24,70,0
7.0,20,6.2,2.0,1.1,20,4,24,53,1
5.5,22,6.0,1.3,1.0,12,6,20,69,0
6.0,16,7.7,1.9,1.1,20,5,25,100,1
6.5,23,5.1,2.6,1.1,13,3,24,55,0
6.7,16,6.4,1.3,1.3,8,6,25,56,1
6.8,18,7.8,2.9,0.5,21,2,16,102,0
5.3,21,5.8,2.0,1.2,20,4,25,98,1
5.6,19,7.5,1.6,0.9,16,4,24,62,0
6.0,21,5.4,1.8,1.4,11,4,25,66,1
5.1,16,5.1,2.3,0.2,19,3,20,81,0
5.4,19,7.8,2.1,0.9,13,3,16,78,1
6.3,23,6.1,1.8,0.3,20,4,16,63,0
5.0,21,7.0,2.2,0.8,19,5,21,75,1
5.6,23,6.6,2.0,1.2,16,5,24,95,0
6.2,20,5.6,1.2,0.3,16,5,20,93,1
5.1,19,6.7,3.0,1.3,20,5,23,65,0
6.5,23,5.9,1.4,0.9,10,5,20,80,1
6.0,24,8.0,2.3,0.7,18,3,25,97,0
5.5,23,7.8,2.9,1.4,19,6,23,78,1
5.8,18,5.2,1.3,0.4,13,3,25,86,0
6.5,18,5.8,2.8,0.5,21,3,16,54,1
6.0,20,6.0,1.2,1.3,13,6,22,61,0
5.5,24,7.4,1.4,0.4,10,6,24,101,1
6.9,23,6.6,2.0,0.3,13,5,15,52,0
5.4,23,6.2,2.8,0.8,9,2,22,60,1
6.5,18,6.8,2.7,1.3,13,4,25,109,0
6.9,22,6.2,2.6,1.3,17,5,23,76,1
5.3,21,6.5,1.3,1.2,13,6,21,79,0
5.5,18,7.1,1.5,1.1,18,6,18,90,1
5.5,18,6.9,1.2,1.5,13,6,23,73,0
6.3,21,5.4,2.3,0.2,9,5,16,88,1
6.9,18,5.4,2.2,0.9,13,2,18,58,0
6.0,18,7.6,2.7,0.4,13,2,23,71,1
5.8,16,6.5,2.9,1.5,17,6,19,91,0
6.4,24,6.6,2.1,0.8,14,4,18,85,1
6.7,18,7.0,1.8,1.4,12,3,22,102,0
